,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
看守所,4.0,1.0,208.0,0.0,0.0,1.0,613.0,3.0,0.0,1.0
肇事者,0.0,2.0,60.0,0.0,1.0,3.0,13.0,2.0,2.0,3.0
儿童,11.0,86.0,228.0,61.0,266.0,196.0,125.0,14.0,42.0,210.0
满脸,0.0,4.0,79.0,4.0,5.0,5.0,6.0,18.0,6.0,37.0
村干部,1.0,3.0,66.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0
居委会,2.0,69.0,113.0,0.0,20.0,0.0,3.0,1.0,0.0,0.0
经验,433.0,641.0,140.0,105.0,1087.0,180.0,369.0,294.0,1149.0,467.0
牌照,69.0,1.0,90.0,1.0,46.0,5.0,9.0,3.0,24.0,2.0
经济损失,18.0,21.0,95.0,2.0,20.0,13.0,24.0,4.0,1.0,6.0
凶器,2.0,3.0,55.0,2.0,3.0,0.0,1.0,0.0,9.0,1.0
陌生人,15.0,11.0,90.0,2.0,41.0,9.0,1.0,2.0,11.0,18.0
人行道,1.0,4.0,65.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0
小男孩,2.0,1.0,106.0,2.0,17.0,22.0,0.0,6.0,6.0,32.0
义务,95.0,69.0,188.0,2.0,106.0,12.0,92.0,11.0,29.0,30.0
路面,1.0,10.0,91.0,1.0,11.0,28.0,5.0,1.0,7.0,1.0
客车,4.0,0.0,117.0,0.0,1.0,8.0,51.0,0.0,0.0,2.0
岳母,1.0,3.0,85.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0
婚姻,24.0,18.0,219.0,12.0,193.0,19.0,38.0,16.0,45.0,265.0
中队长,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
重病,2.0,1.0,61.0,0.0,4.0,7.0,2.0,3.0,6.0,4.0
欠条,10.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
辩护律师,0.0,2.0,58.0,0.0,5.0,2.0,31.0,0.0,0.0,0.0
手铐,2.0,0.0,70.0,1.0,6.0,0.0,36.0,0.0,0.0,11.0
诊所,1.0,4.0,125.0,1.0,35.0,45.0,16.0,3.0,1.0,3.0
外遇,0.0,0.0,65.0,0.0,10.0,0.0,1.0,0.0,0.0,11.0
姐夫,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0
一案,5.0,4.0,65.0,0.0,10.0,5.0,26.0,5.0,1.0,5.0
办公室,62.0,119.0,319.0,277.0,303.0,84.0,385.0,13.0,38.0,114.0
浓烟,1.0,3.0,76.0,0.0,1.0,11.0,7.0,0.0,0.0,1.0
校长,20.0,11.0,262.0,1.0,668.0,23.0,120.0,1.0,2.0,27.0
枪支,0.0,0.0,96.0,0.0,7.0,6.0,7.0,1.0,24.0,8.0
旅馆,1.0,9.0,107.0,0.0,103.0,38.0,6.0,4.0,14.0,5.0
晨报,17.0,20.0,75.0,0.0,15.0,5.0,14.0,1.0,0.0,22.0
众人,16.0,24.0,185.0,140.0,34.0,12.0,7.0,63.0,89.0,146.0
民房,3.0,11.0,77.0,1.0,2.0,3.0,7.0,0.0,5.0,1.0
视频,36.0,85.0,289.0,20.0,227.0,1285.0,106.0,453.0,1064.0,506.0
感情,24.0,49.0,312.0,36.0,142.0,36.0,90.0,60.0,168.0,1034.0
骗子,40.0,6.0,102.0,1.0,22.0,9.0,2.0,3.0,12.0,41.0
权利,86.0,207.0,223.0,16.0,191.0,41.0,169.0,38.0,58.0,65.0
干部,16.0,72.0,194.0,0.0,28.0,4.0,481.0,8.0,10.0,31.0
便衣,0.0,3.0,64.0,0.0,5.0,1.0,6.0,2.0,0.0,5.0
卖淫女,0.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
车身,7.0,0.0,82.0,2.0,11.0,27.0,2.0,0.0,10.0,1.0
惨剧,2.0,3.0,62.0,0.0,4.0,17.0,4.0,9.0,9.0,13.0
岳父,1.0,3.0,72.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0
女方,1.0,8.0,72.0,1.0,14.0,6.0,1.0,0.0,0.0,21.0
后果,58.0,66.0,139.0,8.0,78.0,81.0,63.0,18.0,24.0,26.0
脸色,10.0,9.0,81.0,19.0,11.0,3.0,8.0,19.0,5.0,18.0
无期徒刑,19.0,8.0,67.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0
同伴,2.0,1.0,111.0,5.0,33.0,69.0,2.0,3.0,63.0,13.0
司法,78.0,81.0,217.0,0.0,23.0,21.0,824.0,11.0,7.0,11.0
公诉人,2.0,7.0,53.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
机关,41.0,98.0,197.0,11.0,40.0,22.0,504.0,4.0,84.0,30.0
未成年人,2.0,12.0,76.0,1.0,25.0,4.0,31.0,0.0,14.0,5.0
纱布,0.0,0.0,59.0,1.0,1.0,2.0,0.0,7.0,1.0,6.0
手脚,18.0,13.0,83.0,4.0,11.0,12.0,13.0,22.0,8.0,18.0
情人,7.0,3.0,145.0,31.0,22.0,7.0,0.0,4.0,53.0,103.0
老太太,13.0,20.0,105.0,4.0,55.0,3.0,1.0,0.0,0.0,11.0
踪影,18.0,17.0,75.0,9.0,11.0,20.0,7.0,7.0,7.0,20.0
店主,28.0,3.0,90.0,37.0,22.0,4.0,2.0,0.0,2.0,5.0
儿女,3.0,8.0,88.0,1.0,40.0,3.0,17.0,2.0,7.0,19.0
监狱,8.0,6.0,152.0,4.0,87.0,13.0,32.0,3.0,43.0,29.0
时尚,25.0,69.0,15.0,2169.0,53.0,67.0,2.0,15.0,40.0,224.0
款式,12.0,2.0,5.0,1623.0,20.0,16.0,2.0,2.0,13.0,15.0
外套,2.0,1.0,56.0,1847.0,32.0,12.0,15.0,14.0,4.0,26.0
黑色,44.0,28.0,248.0,2532.0,61.0,331.0,12.0,44.0,56.0,243.0
单品,4.0,1.0,0.0,1253.0,0.0,0.0,0.0,0.0,0.0,2.0
连衣裙,1.0,0.0,2.0,1137.0,2.0,0.0,0.0,0.0,3.0,14.0
气质,9.0,52.0,16.0,1473.0,50.0,33.0,1.0,37.0,35.0,435.0
风格,453.0,280.0,31.0,2256.0,160.0,142.0,14.0,144.0,650.0,951.0
身材,4.0,7.0,109.0,1396.0,52.0,62.0,3.0,94.0,46.0,184.0
造型,77.0,28.0,32.0,1679.0,42.0,157.0,9.0,14.0,161.0,1270.0
白色,27.0,25.0,222.0,1504.0,64.0,256.0,22.0,24.0,41.0,91.0
服装,42.0,67.0,90.0,1722.0,129.0,19.0,46.0,13.0,102.0,264.0
潮流,22.0,74.0,1.0,1219.0,66.0,33.0,31.0,9.0,39.0,76.0
高跟鞋,1.0,0.0,12.0,888.0,8.0,8.0,1.0,1.0,3.0,52.0
面料,1.0,3.0,4.0,883.0,4.0,0.0,5.0,0.0,0.0,2.0
时装,10.0,14.0,4.0,1075.0,57.0,6.0,0.0,6.0,45.0,56.0
牛仔裤,4.0,0.0,25.0,825.0,33.0,3.0,2.0,7.0,3.0,22.0
色彩,67.0,89.0,15.0,1399.0,62.0,335.0,12.0,6.0,130.0,262.0
上衣,6.0,2.0,64.0,823.0,16.0,2.0,6.0,1.0,6.0,17.0
牛仔,3.0,0.0,3.0,735.0,13.0,1.0,0.0,6.0,8.0,7.0
女性,72.0,28.0,359.0,1592.0,453.0,331.0,45.0,27.0,248.0,561.0
图案,108.0,9.0,40.0,963.0,48.0,211.0,5.0,0.0,40.0,30.0
内衣,4.0,2.0,38.0,1279.0,24.0,3.0,1.0,2.0,4.0,24.0
腰带,1.0,1.0,9.0,751.0,5.0,8.0,0.0,1.0,15.0,4.0
服饰,7.0,15.0,17.0,861.0,27.0,3.0,3.0,8.0,57.0,48.0
短裙,0.0,0.0,13.0,648.0,6.0,3.0,0.0,2.0,1.0,29.0
衬衫,3.0,2.0,13.0,817.0,21.0,10.0,0.0,10.0,5.0,29.0
配饰,4.0,6.0,0.0,590.0,2.0,0.0,1.0,0.0,6.0,9.0
装扮,0.0,1.0,4.0,611.0,2.0,0.0,0.0,3.0,3.0,19.0
女人,36.0,17.0,133.0,1275.0,166.0,81.0,1.0,33.0,54.0,609.0
设计师,32.0,195.0,12.0,1069.0,47.0,106.0,2.0,6.0,165.0,52.0
短裤,0.0,1.0,20.0,734.0,21.0,2.0,1.0,4.0,2.0,19.0
颜色,125.0,59.0,84.0,1229.0,76.0,578.0,10.0,242.0,112.0,69.0
蕾丝,0.0,0.0,4.0,550.0,1.0,0.0,0.0,0.0,2.0,5.0
礼服,11.0,3.0,14.0,786.0,39.0,2.0,1.0,3.0,6.0,123.0
线条,40.0,16.0,1.0,693.0,17.0,51.0,2.0,2.0,11.0,25.0
围巾,0.0,3.0,10.0,752.0,6.0,2.0,0.0,1.0,4.0,25.0
女人味,1.0,0.0,1.0,498.0,2.0,3.0,0.0,0.0,0.0,23.0
印花,4.0,6.0,0.0,580.0,0.0,1.0,2.0,0.0,1.0,1.0
裙子,2.0,0.0,21.0,656.0,34.0,2.0,1.0,0.0,8.0,16.0
包包,2.0,2.0,12.0,671.0,14.0,4.0,4.0,0.0,3.0,4.0
西装,4.0,7.0,12.0,775.0,34.0,1.0,22.0,29.0,3.0,50.0
小编,1.0,11.0,0.0,646.0,10.0,52.0,0.0,0.0,301.0,2.0
条纹,5.0,0.0,8.0,643.0,6.0,65.0,0.0,3.0,1.0,7.0
大衣,2.0,0.0,13.0,703.0,7.0,4.0,1.0,2.0,2.0,26.0
针织衫,0.0,0.0,0.0,502.0,2.0,0.0,0.0,0.0,0.0,1.0
模特,23.0,6.0,38.0,738.0,62.0,10.0,0.0,5.0,15.0,63.0
皮草,0.0,0.0,0.0,589.0,0.0,0.0,0.0,1.0,0.0,2.0
个性,27.0,70.0,37.0,859.0,211.0,93.0,9.0,37.0,227.0,272.0
魅力,47.0,85.0,6.0,801.0,86.0,59.0,6.0,25.0,251.0,247.0
性感,1.0,0.0,1.0,456.0,14.0,1.0,0.0,6.0,13.0,56.0
本季,12.0,2.0,0.0,451.0,1.0,2.0,0.0,36.0,4.0,2.0
裙装,0.0,0.0,4.0,407.0,2.0,1.0,0.0,0.0,2.0,20.0
元素,21.0,134.0,12.0,926.0,46.0,275.0,12.0,8.0,498.0,579.0
着装,2.0,1.0,5.0,433.0,38.0,0.0,4.0,1.0,6.0,21.0
气息,23.0,43.0,24.0,607.0,50.0,32.0,7.0,5.0,56.0,142.0
MM,0.0,0.0,4.0,278.0,0.0,10.0,0.0,0.0,33.0,0.0
雪纺,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,1.0,3.0
红色,62.0,27.0,160.0,816.0,51.0,327.0,24.0,16.0,73.0,114.0
粉色,5.0,0.0,5.0,427.0,10.0,63.0,0.0,4.0,7.0,15.0
长靴,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,1.0,2.0
蝴蝶结,0.0,0.0,1.0,340.0,1.0,2.0,0.0,0.0,1.0,5.0
针织,0.0,0.0,0.0,371.0,0.0,1.0,0.0,0.0,0.0,1.0
曲线,39.0,61.0,3.0,532.0,26.0,44.0,4.0,3.0,29.0,21.0
材质,72.0,21.0,8.0,526.0,9.0,129.0,0.0,3.0,51.0,10.0
项链,26.0,10.0,76.0,417.0,8.0,38.0,0.0,0.0,28.0,7.0
丝袜,0.0,0.0,0.0,417.0,1.0,1.0,0.0,0.0,4.0,5.0
味道,31.0,27.0,52.0,594.0,75.0,66.0,8.0,20.0,51.0,199.0
女星,15.0,1.0,4.0,526.0,14.0,14.0,0.0,11.0,7.0,485.0
灰色,29.0,21.0,26.0,483.0,20.0,67.0,7.0,14.0,18.0,15.0
T恤,0.0,0.0,3.0,356.0,6.0,0.0,0.0,8.0,41.0,11.0
长裙,1.0,0.0,2.0,393.0,4.0,0.0,1.0,0.0,1.0,36.0
手袋,3.0,0.0,10.0,421.0,5.0,0.0,0.0,0.0,3.0,4.0
衣橱,0.0,0.0,0.0,303.0,5.0,1.0,0.0,0.0,0.0,2.0
褶皱,0.0,0.0,3.0,369.0,0.0,3.0,0.0,0.0,1.0,0.0
背心,0.0,1.0,14.0,424.0,12.0,14.0,4.0,17.0,6.0,16.0
风情,8.0,37.0,9.0,428.0,46.0,3.0,5.0,4.0,37.0,126.0
装饰,9.0,28.0,4.0,414.0,27.0,27.0,5.0,0.0,11.0,4.0
高腰,0.0,0.0,1.0,272.0,0.0,0.0,0.0,0.0,0.0,2.0
时尚界,3.0,1.0,0.0,301.0,11.0,0.0,0.0,0.0,0.0,7.0
视觉,32.0,61.0,6.0,595.0,41.0,222.0,2.0,3.0,217.0,275.0
风衣,0.0,0.0,7.0,415.0,5.0,0.0,8.0,0.0,2.0,16.0
吊带,2.0,0.0,1.0,307.0,0.0,2.0,0.0,0.0,1.0,8.0
花边,2.0,0.0,2.0,363.0,10.0,2.0,0.0,6.0,4.0,13.0
色系,0.0,0.0,0.0,271.0,0.0,1.0,0.0,0.0,1.0,2.0
T台,0.0,2.0,4.0,286.0,8.0,0.0,2.0,0.0,0.0,0.0
时装周,0.0,2.0,0.0,349.0,3.0,0.0,0.0,0.0,0.0,3.0
美腿,1.0,0.0,0.0,279.0,0.0,4.0,0.0,0.0,1.0,8.0
导语,1.0,0.0,3.0,261.0,0.0,1.0,0.0,0.0,2.0,1.0
中性,14.0,17.0,0.0,378.0,1.0,15.0,0.0,0.0,2.0,7.0
靴子,10.0,11.0,7.0,363.0,3.0,4.0,1.0,6.0,6.0,8.0
淑女,1.0,1.0,16.0,278.0,4.0,0.0,0.0,0.0,5.0,9.0
鞋子,5.0,3.0,66.0,439.0,36.0,19.0,9.0,12.0,25.0,16.0
女装,1.0,1.0,11.0,375.0,2.0,2.0,0.0,0.0,3.0,7.0
感觉,42.0,247.0,80.0,975.0,239.0,239.0,25.0,380.0,334.0,910.0
夹克,1.0,0.0,30.0,320.0,7.0,9.0,0.0,4.0,1.0,10.0
豹纹,0.0,0.0,0.0,302.0,0.0,1.0,0.0,0.0,0.0,6.0
格子,1.0,3.0,6.0,338.0,4.0,9.0,0.0,2.0,26.0,17.0
马甲,2.0,1.0,4.0,283.0,5.0,0.0,0.0,1.0,2.0,3.0
帽子,8.0,20.0,42.0,467.0,46.0,14.0,6.0,20.0,20.0,64.0
美女,31.0,29.0,187.0,466.0,154.0,49.0,9.0,19.0,192.0,415.0
花朵,2.0,7.0,9.0,304.0,9.0,16.0,3.0,0.0,10.0,6.0
荷叶,1.0,0.0,0.0,247.0,0.0,3.0,0.0,0.0,7.0,1.0
质感,8.0,8.0,0.0,334.0,4.0,78.0,1.0,0.0,22.0,90.0
上身,2.0,1.0,45.0,292.0,7.0,6.0,3.0,10.0,7.0,37.0
胸部,0.0,3.0,105.0,495.0,10.0,34.0,5.0,7.0,13.0,18.0
腿部,1.0,2.0,55.0,327.0,2.0,38.0,3.0,13.0,3.0,10.0
蓝色,16.0,22.0,73.0,441.0,38.0,251.0,8.0,11.0,68.0,31.0
金色,14.0,69.0,19.0,355.0,29.0,66.0,16.0,2.0,19.0,24.0
大牌,5.0,26.0,7.0,408.0,37.0,16.0,0.0,125.0,21.0,227.0
裤袜,0.0,0.0,3.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
潮人,0.0,2.0,0.0,211.0,9.0,6.0,0.0,1.0,3.0,11.0
裙摆,0.0,0.0,0.0,209.0,4.0,1.0,0.0,0.0,3.0,9.0
腰部,0.0,0.0,53.0,279.0,2.0,10.0,1.0,10.0,1.0,11.0
季节,26.0,45.0,18.0,366.0,59.0,70.0,15.0,2.0,25.0,21.0
毛衣,10.0,1.0,21.0,307.0,21.0,6.0,2.0,1.0,1.0,13.0
西服,1.0,6.0,12.0,298.0,11.0,1.0,1.0,10.0,0.0,14.0
质地,74.0,6.0,4.0,283.0,6.0,20.0,0.0,0.0,4.0,7.0
长裤,0.0,0.0,8.0,226.0,6.0,1.0,1.0,2.0,1.0,4.0
抹胸,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,6.0
摇滚,5.0,0.0,0.0,278.0,28.0,40.0,0.0,9.0,17.0,58.0
青春,9.0,11.0,34.0,385.0,61.0,27.0,10.0,30.0,42.0,374.0
领口,1.0,0.0,3.0,206.0,0.0,1.0,0.0,0.0,4.0,4.0
男装,0.0,3.0,1.0,301.0,0.0,0.0,1.0,0.0,3.0,33.0
亮片,0.0,0.0,0.0,200.0,1.0,1.0,0.0,0.0,0.0,4.0
流苏,2.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0
层次感,3.0,7.0,0.0,194.0,0.0,8.0,0.0,4.0,2.0,10.0
凉鞋,0.0,0.0,2.0,206.0,5.0,3.0,0.0,0.0,0.0,0.0
职场,4.0,12.0,36.0,311.0,140.0,2.0,2.0,3.0,8.0,139.0
风潮,14.0,40.0,5.0,248.0,17.0,1.0,1.0,2.0,6.0,35.0
色调,19.0,4.0,0.0,257.0,9.0,59.0,0.0,3.0,19.0,30.0
热裤,0.0,0.0,0.0,176.0,1.0,0.0,0.0,0.0,1.0,8.0
腰线,1.0,2.0,0.0,174.0,2.0,3.0,0.0,0.0,2.0,2.0
饰品,18.0,19.0,23.0,235.0,14.0,12.0,1.0,1.0,14.0,5.0
套装,11.0,2.0,2.0,326.0,9.0,129.0,6.0,1.0,258.0,16.0
深色,3.0,7.0,30.0,239.0,11.0,16.0,7.0,1.0,4.0,11.0
品味,13.0,14.0,1.0,219.0,18.0,6.0,0.0,0.0,10.0,16.0
衬衣,2.0,0.0,9.0,241.0,17.0,3.0,0.0,0.0,0.0,19.0
紫色,5.0,5.0,13.0,256.0,12.0,53.0,3.0,2.0,41.0,16.0
穿着,2.0,2.0,7.0,222.0,9.0,2.0,0.0,3.0,9.0,7.0
秀场,1.0,1.0,0.0,168.0,3.0,0.0,3.0,3.0,4.0,4.0
细节,102.0,301.0,73.0,658.0,189.0,258.0,102.0,138.0,464.0,445.0
碎花,0.0,0.0,1.0,129.0,0.0,0.0,0.0,0.0,0.0,3.0
品位,20.0,75.0,2.0,232.0,13.0,3.0,0.0,3.0,4.0,15.0
熟女,0.0,0.0,3.0,161.0,1.0,0.0,0.0,0.0,1.0,24.0
皮衣,0.0,0.0,2.0,228.0,1.0,0.0,0.0,1.0,2.0,18.0
下摆,0.0,0.0,2.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0
黑白,3.0,5.0,14.0,205.0,4.0,27.0,7.0,2.0,8.0,26.0
灵感,7.0,14.0,16.0,319.0,41.0,78.0,0.0,7.0,91.0,125.0
铆钉,0.0,0.0,0.0,171.0,1.0,6.0,0.0,0.0,0.0,0.0
开衫,0.0,0.0,0.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0
皮质,4.0,3.0,1.0,195.0,0.0,22.0,0.0,0.0,2.0,2.0
黄色,29.0,23.0,85.0,308.0,30.0,116.0,9.0,4.0,49.0,15.0
活力,28.0,97.0,8.0,330.0,45.0,32.0,92.0,72.0,57.0,44.0
平底鞋,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,4.0
迷你裙,0.0,0.0,0.0,155.0,1.0,0.0,0.0,0.0,8.0,0.0
金属,79.0,20.0,32.0,396.0,30.0,499.0,20.0,3.0,73.0,18.0
裤子,1.0,3.0,111.0,270.0,36.0,11.0,1.0,6.0,12.0,29.0
彩色,48.0,11.0,18.0,252.0,26.0,137.0,3.0,10.0,15.0,13.0
仔裤,0.0,0.0,0.0,148.0,0.0,0.0,0.0,1.0,0.0,1.0
臀部,11.0,0.0,28.0,214.0,15.0,25.0,3.0,8.0,10.0,7.0
连身,0.0,0.0,0.0,66.0,1.0,1.0,0.0,0.0,0.0,3.0
派对,4.0,3.0,10.0,214.0,68.0,7.0,4.0,17.0,14.0,45.0
花纹,20.0,0.0,5.0,189.0,4.0,12.0,0.0,2.0,0.0,4.0
裤装,0.0,0.0,0.0,138.0,0.0,0.0,2.0,0.0,0.0,0.0
亮色,10.0,0.0,0.0,147.0,5.0,2.0,0.0,0.0,1.0,12.0
赘肉,0.0,0.0,0.0,144.0,1.0,0.0,0.0,2.0,1.0,1.0
场合,23.0,45.0,27.0,302.0,72.0,25.0,38.0,38.0,16.0,80.0
漆皮,0.0,0.0,0.0,126.0,0.0,3.0,0.0,0.0,0.0,2.0
双腿,0.0,0.0,67.0,205.0,4.0,21.0,2.0,17.0,2.0,15.0
羽绒服,0.0,1.0,31.0,261.0,10.0,5.0,1.0,2.0,0.0,16.0
形象,100.0,232.0,89.0,639.0,149.0,107.0,111.0,58.0,335.0,1211.0
新品,39.0,43.0,7.0,286.0,3.0,192.0,0.0,0.0,25.0,6.0
珠宝,157.0,33.0,28.0,333.0,51.0,26.0,61.0,0.0,7.0,25.0
红毯,0.0,0.0,0.0,226.0,5.0,0.0,1.0,0.0,0.0,228.0
肤色,1.0,3.0,12.0,195.0,32.0,55.0,0.0,1.0,9.0,19.0
往期,2.0,1.0,0.0,111.0,1.0,0.0,0.0,0.0,2.0,1.0
首饰,32.0,7.0,56.0,224.0,20.0,3.0,4.0,0.0,30.0,18.0
丝巾,2.0,0.0,2.0,175.0,3.0,0.0,0.0,0.0,0.0,4.0
机车,0.0,0.0,3.0,165.0,1.0,6.0,18.0,0.0,2.0,13.0
女郎,0.0,0.0,13.0,146.0,13.0,0.0,0.0,5.0,6.0,72.0
紧身裤,0.0,0.0,2.0,119.0,8.0,0.0,0.0,0.0,0.0,1.0
春夏,0.0,2.0,0.0,141.0,4.0,1.0,1.0,0.0,0.0,3.0
皮革,5.0,5.0,2.0,164.0,3.0,13.0,0.0,0.0,0.0,1.0
腰身,0.0,1.0,0.0,121.0,0.0,0.0,0.0,1.0,1.0,0.0
长度,6.0,11.0,16.0,278.0,42.0,155.0,12.0,5.0,37.0,41.0
韵味,7.0,8.0,0.0,153.0,6.0,5.0,1.0,1.0,9.0,25.0
OL,0.0,0.0,0.0,84.0,1.0,0.0,0.0,0.0,5.0,2.0
文胸,0.0,0.0,1.0,233.0,0.0,0.0,0.0,0.0,0.0,3.0
晚装,2.0,0.0,0.0,125.0,1.0,0.0,0.0,0.0,0.0,18.0
创意,46.0,199.0,55.0,452.0,123.0,77.0,18.0,39.0,349.0,269.0
发型,0.0,6.0,6.0,201.0,39.0,7.0,1.0,21.0,29.0,46.0
范儿,0.0,0.0,0.0,126.0,1.0,0.0,0.0,4.0,7.0,28.0
袖口,0.0,0.0,5.0,122.0,2.0,2.0,0.0,0.0,3.0,0.0
礼帽,1.0,0.0,1.0,144.0,0.0,1.0,0.0,1.0,2.0,17.0
披肩,0.0,0.0,11.0,143.0,5.0,6.0,0.0,0.0,6.0,4.0
浅色,2.0,2.0,6.0,135.0,5.0,22.0,0.0,0.0,0.0,1.0
轮廓,7.0,14.0,4.0,178.0,10.0,55.0,3.0,1.0,3.0,19.0
腰间,0.0,0.0,13.0,133.0,3.0,3.0,0.0,2.0,4.0,3.0
经典,30.0,26.0,16.0,321.0,26.0,45.0,5.0,29.0,210.0,262.0
超短裙,0.0,0.0,0.0,124.0,2.0,0.0,0.0,0.0,1.0,3.0
公主,5.0,14.0,10.0,177.0,75.0,13.0,6.0,0.0,55.0,72.0
名模,1.0,0.0,2.0,127.0,9.0,0.0,0.0,1.0,0.0,33.0
女王,19.0,1.0,2.0,203.0,69.0,84.0,2.0,1.0,53.0,56.0
肌肤,3.0,1.0,3.0,150.0,5.0,8.0,1.0,1.0,5.0,7.0
墨镜,2.0,0.0,30.0,160.0,4.0,0.0,5.0,9.0,3.0,55.0
知性,0.0,0.0,0.0,117.0,3.0,0.0,0.0,0.0,2.0,13.0
名媛,0.0,3.0,1.0,127.0,3.0,3.0,2.0,12.0,0.0,10.0
肩带,0.0,0.0,0.0,111.0,0.0,1.0,0.0,0.0,0.0,0.0
肩部,0.0,0.0,13.0,137.0,2.0,15.0,1.0,3.0,5.0,1.0
长衫,2.0,0.0,0.0,129.0,2.0,2.0,0.0,0.0,2.0,20.0
棕色,2.0,0.0,11.0,179.0,11.0,47.0,0.0,4.0,7.0,1.0
妆容,0.0,0.0,1.0,115.0,9.0,0.0,0.0,1.0,1.0,15.0
配件,5.0,18.0,6.0,175.0,10.0,79.0,7.0,0.0,43.0,0.0
羊绒,0.0,0.0,0.0,152.0,0.0,1.0,1.0,0.0,0.0,4.0
圆点,1.0,2.0,0.0,119.0,3.0,9.0,0.0,1.0,0.0,0.0
纯色,1.0,0.0,0.0,98.0,5.0,0.0,0.0,0.0,0.0,1.0
亮点,113.0,112.0,6.0,309.0,127.0,72.0,39.0,110.0,115.0,182.0
眼球,35.0,38.0,54.0,221.0,46.0,40.0,4.0,23.0,55.0,108.0
皮夹克,0.0,0.0,1.0,110.0,0.0,0.0,0.0,1.0,0.0,3.0
小腿,0.0,0.0,35.0,158.0,2.0,9.0,1.0,25.0,1.0,9.0
绑带,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
手镯,17.0,0.0,3.0,138.0,5.0,1.0,0.0,0.0,7.0,4.0
编者,9.0,7.0,9.0,115.0,12.0,2.0,0.0,1.0,6.0,5.0
身形,2.0,2.0,8.0,148.0,4.0,10.0,2.0,3.0,15.0,30.0
冬装,0.0,0.0,5.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
拉链,0.0,1.0,8.0,118.0,2.0,2.0,1.0,1.0,1.0,3.0
大腿,0.0,2.0,99.0,199.0,14.0,14.0,2.0,23.0,3.0,11.0
都市,5.0,114.0,19.0,264.0,42.0,14.0,10.0,4.0,55.0,301.0
布料,0.0,2.0,9.0,113.0,4.0,5.0,0.0,0.0,6.0,6.0
动感,4.0,4.0,2.0,138.0,3.0,24.0,1.0,0.0,24.0,28.0
系带,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0
比基尼,0.0,0.0,1.0,176.0,9.0,6.0,0.0,2.0,7.0,26.0
裸色,2.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,2.0
手套,5.0,6.0,56.0,174.0,14.0,35.0,17.0,8.0,13.0,6.0
耳环,7.0,1.0,21.0,130.0,2.0,18.0,0.0,0.0,16.0,6.0
银色,1.0,0.0,17.0,145.0,4.0,100.0,0.0,0.0,2.0,3.0
长袜,0.0,0.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
袜子,1.0,1.0,37.0,138.0,19.0,21.0,0.0,3.0,0.0,8.0
下半身,0.0,0.0,1.0,100.0,0.0,1.0,1.0,4.0,0.0,6.0
美感,7.0,18.0,0.0,122.0,6.0,8.0,0.0,2.0,9.0,31.0
毛线,0.0,0.0,3.0,105.0,2.0,3.0,0.0,3.0,0.0,4.0
长腿,0.0,0.0,0.0,92.0,3.0,4.0,0.0,2.0,1.0,4.0
丝绸,20.0,0.0,2.0,131.0,3.0,16.0,1.0,1.0,0.0,1.0
新款,13.0,4.0,2.0,147.0,1.0,51.0,0.0,4.0,28.0,7.0
刺绣,2.0,1.0,5.0,111.0,3.0,0.0,0.0,0.0,0.0,4.0
薄纱,0.0,0.0,0.0,89.0,1.0,0.0,0.0,1.0,0.0,3.0
回头率,0.0,1.0,2.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0
衣柜,4.0,3.0,13.0,122.0,11.0,2.0,0.0,15.0,0.0,1.0
军装,1.0,3.0,8.0,139.0,5.0,4.0,10.0,0.0,13.0,24.0
指南,7.0,21.0,1.0,247.0,61.0,18.0,20.0,5.0,36.0,14.0
装束,0.0,0.0,4.0,102.0,6.0,1.0,0.0,0.0,8.0,14.0
白衬衫,0.0,1.0,1.0,104.0,2.0,1.0,0.0,0.0,0.0,5.0
圆领,0.0,0.0,0.0,86.0,1.0,1.0,0.0,0.0,2.0,1.0
棉质,0.0,0.0,1.0,82.0,0.0,1.0,0.0,0.0,0.0,0.0
